!! request processed by HyperLeda Sun Mar 29 19:02:11 2015
!! Number of lines in uploaded file: 458
                  name                  |     objname     |     al2000      |     de2000      |   celposj(pgc)   |       l2        |       b2        |      type       |       bar       |      ring       |    multiple     |   compactness   |        t        |       e_t       |       lc        |      e_lc       |     logd25      |    e_logd25     |     logr25      |    e_logr25     |       pa        |      brief      |     e_brief     |       bt        |      e_bt       |       it        |      e_it       |       ubt       |       bvt       |       ube       |       bve       |      vmaxg      |     e_vmaxg     |      vmaxs      |     e_vmaxs     |      vdis       |     e_vdis      |       mg2       |      e_mg2      |       m21       |      e_m21      |      mfir       |      vrad       |     e_vrad      |      vopt       |     e_vopt      |        v        |       e_v       |       ag        |       ai        |      incl       |       a21       |     lambda      |      logdc      |       btc       |      ubtc       |      bvtc       |      bri25      |      vrot       |     e_vrot      |      m21c       |       hic       |       vlg       |      vgsr       |      vvir       |       v3k       |      modz       |      mod0       |      mabs       |
NGC6497                                 |  NGC6497        | 17.8550028      | 59.4708056      | J175118.0+592815 | 88.1569515      | 30.6668452      | Sb              | B               | R               |                 |                 | 3.1             | 0.5             |                 |                 |  1.162          |    0.037        |  0.343          |    0.026        | 109.34          |                 |                 | 14.272          | 0.343           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 6162            |    9.6          | 6162            | 9.6             | 0.234           | 0.493           | 67.1            | 0.04            |                 | 1.171           | 13.498          |                 |                 | 23.261          |                 |                 |                 |                 | 6394.6          | 6365.3          | 6449            | 6103.6          | 34.867          |                 | -21.369         |
NGC6515                                 |  NGC6515        | 17.9569944      | 50.7279722      | J175725.2+504341 | 78.2134067      | 28.9836175      | E               |                 |                 |                 |                 | -4.9            | 0.4             |                 |                 |  1.184          |    0.036        |  0.127          |    0.037        | 19.03           |                 |                 | 14.173          | 0.274           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 233.88          |  18.31          |                 |                 |                 |                 |                 |                 |                 | 6854            |     25          | 6854            |  25             | 0.2             |  0              | 64.31           | 0.04            |                 | 1.211           | 13.87           |                 |                 | 23.948          |                 |                 |                 |                 | 7074.6          | 7057.7          | 7126.7          | 6786.2          | 35.08           |                 | -21.21          |
UGC11228                                |  UGC11228       | 18.4128688      | 41.4926013      | J182446.3+412933 | 69.4056713      | 22.3021397      | S0              | B               |                 |                 |                 | -2              | 0.4             |                 |                 |  1.049          |    0.045        |   0.26          |    0.025        | 177.33          |                 |                 | 14.564          |  0.3            |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 212.2           |   7.52          |                 |                 |                 |                 |                 |                 |                 | 5771.4          |   13.3          | 5771.4          | 13.3            | 0.266           |  0              | 71.4            | 0.05            |                 | 1.069           | 14.211          |                 |                 | 23.517          |                 |                 |                 |                 | 5987.2          | 5977.9          | 6020.3          | 5669.5          | 34.708          |                 | -20.497         |
UGC11262                                |  UGC11262       | 18.5099363      | 42.6926209      | J183035.8+424133 | 70.9882161      | 21.6288945      | Sc              |                 |                 |                 | D               | 6.4             | 0.8             |                 |                 |  1.136          |     0.05        |  0.381          |    0.045        | 51.25           |                 |                 | 15.373          | 0.41            | 13.482          | 0.064           |                 |                 |                 |                 | 144.67          |    5.41         |                 |                 |                 |                 |                 |                 | 15.625          | 0.253           |                 | 5557.4          |    5.6          | 5599.5          |     31          | 5558.7          | 6.4             | 0.171           | 0.676           | 67.35           | 0.04            |                 | 1.137           | 14.5            |                 |                 | 24.039          | 156.76          |   5.92          | 15.582          | 1.081           | 5780.5          | 5767.9          | 5810.3          | 5451.2          | 34.632          |                 | -20.132         |
NGC6762                                 |  NGC6762        | 19.0936333      | 63.9339722      | J190537.1+635602 | 94.5538743      | 22.6701667      | S0-a            |                 |                 |                 |                 | -0.1            | 0.4             |                 |                 |  1.189          |    0.053        |   0.66          |     0.05        | 119.5           |                 |                 | 14.057          | 0.41            |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 2923.9          |    9.1          | 2923.9          | 9.1             | 0.239           | 0.185           |   90            | 0.83            |                 | 1.183           | 13.59           |                 |                 | 23.427          |                 |                 |                 |                 | 3186.9          | 3139.4          | 3211.4          | 2819.3          | 33.358          |                 | -19.767         |
MCG-02-51-004                           |  PGC064373      | 20.2610806      | -13.6218889     | J201539.9-133719 | 29.75243        | -24.7184848     | Sd              |                 |                 |                 |                 | 8               |   2             |                 |                 |  1.183          |    0.035        |  0.451          |    0.025        | 159.67          |                 |                 | 13.96           |  0.5            | 12.345          | 0.075           |                 |                 |                 |                 | 208.54          |     8.5         |                 |                 |                 |                 |                 |                 | 16.272          | 0.245           | 13.096          | 5681.4          |    5.1          | 5586            |      1          | 5589.5          | 12.7            | 0.412           | 0.822           |   90            | 0.83            |                 | 1.204           | 12.712          |                 |                 | 22.706          | 208.54          |                 | 15.446          | 2.734           | 5676            | 5698.3          | 5580.9          | 5354.1          | 34.553          |                 | -21.841         |
NGC6941                                 |  NGC6941        | 20.6065192      | -4.6187532      | J203623.5-043708 | 41.1593166      | -25.3982846     | Sb              | B               |                 |                 |                 | 3.2             | 0.7             |  3              |  0.5            |  1.237          |    0.033        |  0.159          |    0.023        | 127.69          |                 |                 | 14.036          | 0.326           | 12.399          | 0.361           |                 |                 |                 |                 | 176.35          |    6.23         |                 |                 |                 |                 |                 |                 | 15.26           | 0.092           | 13.721          | 6227.8          |    5.1          | 6217.6          |    1.7          | 6218.6          | 2.2             | 0.272           | 0.241           | 48.08           | 0.02            |  0.631          | 1.256           | 13.477          |                 |                 | 23.689          |  237            |   8.57          | 15.238          | 1.761           | 6356.5          | 6359.6          | 6249.4          | 5949.3          | 34.796          |                 | -21.319         |
NGC6945                                 |  NGC6945        | 20.6501665      | -4.9726566      | J203900.6-045822 | 41.1507109      | -26.1404673     | E-S0            |                 |                 |                 |                 | -3.1            | 0.7             |                 |                 |    1.2          |     0.04        |  0.195          |    0.032        | 120.87          |                 |                 | 14.515          | 0.771           | 11.531          | 0.071           |                 |                 |                 |                 |                 |                 |                 |                 | 138.03          |  20.02          |                 |                 |                 |                 |                 |                 |                 | 3797            |     10          | 3797            |  10             | 0.216           |  0              | 66.2            | 0.04            |                 |  1.22           | 14.242          |                 |                 | 24.235          |                 |                 |                 |                 | 3934.6          | 3937.1          | 3825.3          | 3525.4          | 33.732          |                 | -19.49          |
NGC6978                                 |  NGC6978        | 20.8765265      | -5.7112231      | J205235.5-054240 | 42.2037481      | -29.4731838     | Sb              |                 |                 |                 |                 | 2.7             | 1.8             |  3              |  0.5            |  1.179          |    0.035        |  0.421          |    0.028        | 125.81          |                 |                 | 14.084          | 0.071           | 12.495          | 0.093           |                 |                 |                 |                 | 240.97          |   11.36         |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 5973.2          |   12.4          | 5973.2          | 12.4            | 0.347           | 0.565           | 73.71           | 0.06            |  0.529          | 1.194           | 13.127          |                 |                 | 23.068          | 251.06          |  11.88          |                 |                 | 6113.5          | 6111.3          | 5993.7          | 5689.5          | 34.708          |                 | -21.581         |
UGC11649                                |  UGC11649       | 20.9243363      | -1.2251847      | J205527.6-011331 | 47.0670718      | -27.9107623     | SBa             | B               | R               |                 |                 | 1               | 0.4             |                 |                 |   1.16          |    0.039        |  0.132          |    0.025        | 82.37           |                 |                 | 14.316          | 0.233           | 12.691          | 0.287           |                 |                 |                 |                 | 128.02          |    3.65         |                 |                 |                 |                 |                 |                 | 15.17           | 0.092           |                 | 3797.5          |    4.4          | 3787.6          |    3.1          | 3791            | 3.8             | 0.506           | 0.122           | 45.58           | 0.02            |                 | 1.202           | 13.641          |                 |                 | 23.708          | 179.24          |   5.32          | 15.148          | 1.508           | 3952.1          | 3943.2          | 3832.8          | 3500.4          | 33.732          |                 | -20.092         |
! UGC11680NED01   <No cross identification found>
NGC7025                                 |  NGC7025        | 21.1298156      | 16.3357467      | J210747.3+162009 | 64.8776464      | -20.5126504     | Sa              |                 |                 |                 |                 | 1               | 0.2             |                 |                 |  1.305          |    0.034        |  0.185          |    0.022        | 49.38           |                 |                 | 13.672          | 0.44            |                 |                 |                 |                 |                 |                 | 280.74          |   10.51         |                 |                 |                 |                 |                 |                 | 16.763          | 0.146           |                 | 4967.9          |      5          | 4968            |    4.4          | 4967.9          | 2.5             | 0.344           | 0.168           | 53.27           | 0.03            |                 |  1.33           | 13.099          |                 |                 | 23.733          | 350.28          |  13.35          | 16.735          | 3.636           | 5200.2          | 5165.8          | 5089.7          | 4667.5          | 34.352          |                 | -21.254         |
UGC11694                                |  UGC11694       | 21.1978002      | 11.2757339      | J211152.1+111633 | 61.1883991      | -24.3810814     |                 |                 |                 |                 |                 |                 |                 |                 |                 |  1.179          |    0.075        |   0.11          |    0.063        | 35              |                 |                 | 15.06           | 0.41            |                 |                 |                 |                 |                 |                 | 276.36          |   19.66         |                 |                 |                 |                 |                 |                 |                 |                 |                 | 5054.5          |    7.1          | 5065            |     42          | 5054.8          | 5.2             | 0.433           |                 | 39.8            | 0.02            |                 |                 | 14.576          |                 |                 | 24.695          | 431.71          |  32.38          |                 |                 | 5271.4          | 5241            | 5152            | 4747.9          | 34.37           |                 | -19.793         |
NGC7047                                 |  NGC7047        | 21.2743375      | -0.8264381      | J211627.6-004935 | 50.5979614      | -32.1982037     | Sb              | B               | R               |                 |                 | 3.1             | 0.9             |  4              |  0.5            |  1.126          |     0.04        |  0.311          |    0.024        | 103.42          |                 |                 | 14.807          | 1.033           | 12.306          | 0.451           |                 |                 |                 |                 | 198.73          |    6.82         |                 |                 |                 |                 |                 |                 | 17.52           | 0.092           | 13.489          | 5803.6          |    7.1          | 5809.2          |    9.7          | 5805.6          | 4.3             | 0.293           | 0.453           | 64.37           | 0.04            |  0.692          | 1.141           | 14.017          |                 |                 | 23.661          | 220.43          |   7.63          | 17.481          | 3.464           | 5976.3          | 5958.4          | 5842.6          | 5496.9          | 34.647          |                 | -20.63          |
UGC11717                                |  UGC11717       | 21.309825       | 19.7186389      | J211835.4+194307 | 69.4065685      | -20.3570588     | Sbc             |                 |                 |                 |                 | 3.8             | 1.8             |                 |                 |  1.084          |    0.079        |  0.427          |    0.047        | 38.5            |                 |                 | 14.989          | 0.41            |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 13.907          |                 |                 | 6388            |     39          | 6388            |  39             | 0.369           | 0.657           | 72.51           | 0.06            |                 | 1.102           | 13.921          |                 |                 | 23.406          |                 |                 |                 |                 | 6634.2          | 6592.1          | 6521.5          | 6082.9          | 34.895          |                 | -20.974         |
MCG-01-54-016                           |  PGC066738      | 21.4332854      | -3.8098364      | J212559.8-034835 | 49.0325966      | -35.7886815     | Scd             |                 |                 |                 |                 | 7               | 1.3             |                 |                 |   1.15          |    0.035        |   0.74          |    0.028        | 32.33           |                 |                 | 15.555          | 0.494           | 14.19           | 0.077           |                 |                 |                 |                 | 91.48           |    8.14         |                 |                 |                 |                 |                 |                 |                 |                 |                 | 2937            |    8.6          | 2930            |     60          | 2936.9          | 6.1             | 0.27            | 1.305           | 84.83           | 0.18            |                 | 1.145           | 13.97           |                 |                 | 23.591          | 91.86           |   8.17          |                 |                 | 3097.7          | 3079.7          | 2955.9          | 2623.5          | 33.159          |                 | -19.189         |
UGC11740                                |  UGC11740       | 21.4373188      | 9.7979211       | J212614.3+094753 | 62.2788302      | -28.0828788     | Sb              |                 |                 |                 |                 | 3               |   2             |                 |                 |  1.065          |    0.048        |  0.514          |    0.025        | 120.39          |                 |                 | 14.931          | 0.407           | 13.471          | 0.325           |                 |                 |                 |                 | 171.63          |    7.47         |                 |                 |                 |                 |                 |                 |                 |                 |                 | 6438.1          |    8.9          | 6475.8          |   10.6          | 6453.7          |  14             | 0.198           | 0.704           | 80.17           | 0.1             |                 | 1.063           | 13.981          |                 |                 | 23.189          | 174.19          |    7.6          |                 |                 | 6669.6          | 6635.3          | 6539.2          | 6135.3          | 34.895          |                 | -20.914         |
UGC11792                                |  UGC11792       | 21.7035359      | 5.615503        | J214212.7+053656 | 61.2890992      | -33.7771773     | Sc              |                 |                 |                 |                 | 5.8             | 0.5             |                 |                 |  1.133          |    0.033        |  0.737          |    0.025        | 160.33          |                 |                 | 15.435          | 0.27            | 13.012          | 0.064           |                 |                 |                 |                 | 162.46          |    6.02         |                 |                 |                 |                 |                 |                 | 15.983          | 0.253           |                 | 4812.4          |      5          |                 |                 | 4812.4          |   5             | 0.604           | 1.246           |   90            | 0.83            |                 |  1.16           | 13.563          |                 |                 | 23.445          | 162.46          |                 | 15.157          | 1.594           | 5017            | 4981.2          | 4872.2          | 4482.8          | 34.245          |                 | -20.682         |
NGC7194                                 |  NGC7194        | 22.0585828      | 12.6368719      | J220330.9+123813 | 71.7686867      | -33.0798346     | E               |                 |                 |                 |                 | -4.9            | 0.4             |                 |                 |  1.117          |    0.071        |  0.166          |    0.043        | 16.86           |                 |                 | 14.244          | 0.357           | 12.481          | 0.083           |                 |                 |                 |                 |                 |                 |                 |                 | 302.44          |  14.61          |                 |                 |                 |                 |                 |                 |                 | 8139            |   50.4          | 8139            | 50.4            | 0.249           |  0              | 82.47           | 0.13            |                 |  1.15           | 13.873          |                 |                 | 23.674          |                 |                 |                 |                 | 8373.9          | 8322.2          | 8225            | 7799.6          | 35.401          |                 | -21.527         |
NGC7236                                 |  NGC7236        | 22.2458277      | 13.8464857      | J221445.0+135047 | 75.1380412      | -34.1103181     | E-S0            |                 |                 | M               |                 | -3.1            | 0.4             |                 |                 |  1.141          |    0.043        |  0.231          |    0.028        | 150.88          | 21.345          |   0.305         | 14.581          | 0.089           | 13.007          | 0.274           | 0.52            | 1.03            | 0.52            | 1.065           |                 |                 |                 |                 | 219.46          |  11.14          | 0.286           | 0.008           |                 |                 |                 |                 |                 | 7850.3          |    1.6          | 7850.3          | 1.6             | 0.279           |  0              | 74.11           | 0.06            |                 | 1.168           | 14.184          | 0.484           | 0.883           | 23.999          |                 |                 |                 |                 | 8091            | 8034            | 7938.1          | 7506.8          | 35.322          |                 | -21.137         |
UGC11958                                |  UGC11958       | 22.246361       |  13.84          | J221446.9+135024 | 75.1396106      | -34.1203537     |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 0.279           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |
UGC11982                                |  UGC11982       | 22.3147087      | -1.0586782      | J221853.0-010331 | 61.9224832      | -45.0963792     | SBc             | B               |                 |                 |                 | 6               | 0.5             |                 |                 |  1.087          |    0.037        |  0.698          |    0.026        | 172.01          |                 |                 | 15.836          | 0.259           | 14.439          | 0.288           |                 |                 |                 |                 | 123.27          |    3.89         |                 |                 |                 |                 |                 |                 | 15.622          | 0.253           |                 | 4809.6          |      5          | 4929.1          |    1.9          | 4913.3          | 28.7            | 0.453           | 1.193           | 84.76           | 0.18            |                 | 1.102           | 14.168          |                 |                 | 23.679          | 123.79          |   3.91          | 15.443          | 1.276           | 5097.6          | 5055.8          | 4927.2          | 4567.6          | 34.281          |                 | -20.114         |
UGC12054                                |  UGC12054       | 22.4923398      | 7.7260618       | J222932.4+074334 | 73.2273887      | -41.0641071     | Sb              |                 |                 |                 |                 | 3               |   2             |                 |                 |  1.063          |    0.045        |  0.668          |    0.038        | 47.83           |                 |                 | 15.179          | 0.399           | 13.855          | 0.265           |                 |                 |                 |                 | 90.22           |    3.68         |                 |                 |                 |                 |                 |                 | 14.991          | 0.331           |                 | 2068.7          |    5.2          | 2099            |   26.1          | 2069.9          | 5.5             | 0.477           | 0.878           |   90            | 0.83            |                 | 1.081           | 13.808          |                 |                 | 23.222          | 90.22           |                 | 14.165          | 0.357           | 2290.6          | 2234.7          | 2122.9          | 1717.8          | 32.467          |                 | -18.659         |
NGC7311                                 |  NGC7311        | 22.5685444      | 5.5703056       | J223406.8+053413 | 72.3372684      | -43.4097724     | Sab             |                 |                 |                 |                 | 2               | 0.3             |                 |                 |  1.168          |    0.036        |  0.334          |    0.026        | 11.33           |                 |                 | 13.532          | 0.455           |                 |                 |                 |                 |                 | 1.08            | 233.21          |    6.38         |                 |                 |                 |                 |                 |                 | 15.793          | 0.253           |                 | 4539.5          |    5.2          | 4488            |   50.4          | 4539            | 5.3             | 0.573           | 0.397           | 67.82           | 0.04            |                 | 1.208           | 12.516          |                 |                 | 22.647          | 251.85          |   6.96          | 15.749          | 3.232           | 4751.9          | 4696.7          | 4579.8          | 4185.4          | 34.113          | 33.94           | -21.597         |
NGC7321                                 |  NGC7321        | 22.6077864      | 21.6215812      | J223628.0+213718 | 85.7368293      | -31.3302118     | SBb             | B               | R               |                 |                 | 3.1             | 0.4             |                 |                 |  1.148          |    0.038        |  0.163          |     0.03        | 19.21           |                 |                 | 13.882          | 0.317           | 11.88           |  0.1            |                 |                 |                 |                 | 197.07          |    5.44         |                 |                 |                 |                 |                 |                 | 15.552          | 0.093           | 13.166          | 7143.2          |    5.1          | 7145            |   50.4          | 7143.2          | 3.3             | 0.2             | 0.242           | 48.71           | 0.02            |                 |  1.16           | 13.386          |                 |                 | 23.086          | 262.3           |   7.53          | 15.531          | 2.145           | 7409.4          | 7337.8          | 7259.2          | 6802.1          | 35.118          |                 | -21.732         |
UGC12127                                |  UGC12127       | 22.6414872      | 35.3306774      | J223829.4+351950 | 94.497577       | -20.0965747     | E               |                 |                 |                 |                 | -4.9            | 0.4             |                 |                 |  1.162          |    0.078        |      0          |    0.057        |                 |                 |                 | 14.866          | 0.41            |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 8284.7          |   18.7          | 8284.7          | 18.7            | 0.325           |  0              |    0            | 0.02            |                 | 1.213           | 14.416          |                 |                 | 24.553          |                 |                 |                 |                 | 8580            | 8498.9          | 8458            | 7975.5          | 35.456          |                 | -21.04          |
NGC7364                                 |  NGC7364        | 22.7401071      | -0.1620408      | J224424.4-000943 | 69.1305044      | -49.2904117     | S0-a            |                 |                 |                 |                 | 0.1             |   1             |                 |                 |  1.217          |    0.034        |  0.167          |    0.026        | 66.33           |                 |                 | 13.44           | 0.434           | 12.02           | 0.272           |                 |                 |                 |                 | 181.47          |    5.93         |                 |                 | 162.43          |   5.01          |                 |                 | 15.206          | 0.111           |                 | 4850.6          |      4          | 4846.1          |    2.4          | 4847.3          | 1.9             | 0.28            | 0.08            | 51.92           | 0.03            |                 | 1.236           | 13.008          |                 |                 | 23.149          | 230.54          |   7.74          | 15.179          | 2.171           | 5037.5          | 4985.5          | 4856.1          | 4493            | 34.245          |                 | -21.237         |
UGC12185                                |  UGC12185       | 22.7903139      | 31.3732917      | J224725.1+312224 | 94.0422136      | -24.4505925     | SBab            | B               | R               |                 |                 | 2.5             | 0.7             |                 |                 |  1.145          |    0.037        |  0.334          |     0.03        | 150.33          |                 |                 | 14.751          | 0.332           |                 |                 |                 |                 |                 |                 | 199.31          |    8.49         |                 |                 |                 |                 |                 |                 | 15.976          | 0.304           |                 | 6630.2          |    7.1          | 6649            |    7.5          | 6639.2          | 7.7             | 0.264           | 0.438           | 67.14           | 0.04            |                 | 1.156           | 13.982          |                 |                 | 23.709          | 216.29          |   9.28          | 15.933          | 1.951           | 6928            | 6846.4          | 6793.7          | 6316.9          | 34.976          |                 | -20.994         |
UGC12224                                |  UGC12224       | 22.8773028      | 6.0936667       | J225238.3+060537 | 77.6784909      | -46.0791824     | Sc              |                 |                 |                 | D               | 5.9             | 0.5             |                 |                 |  1.174          |    0.041        |  0.058          |    0.024        | 46.5            |                 |                 | 14.98           | 0.387           |                 |                 |                 |                 |                 |                 | 81.12           |     1.8         |                 |                 |                 |                 |                 |                 | 15.185          | 0.144           |                 | 3506.3          |    4.9          | 3506            |      2          | 3506            | 1.5             | 0.375           | 0.103           | 29.55           | 0.02            |                 | 1.207           | 14.486          |                 |                 | 24.476          | 164.49          |   4.17          | 15.163          | 0.677           | 3721.6          | 3659.6          | 3542.6          | 3148.1          | 33.565          |                 | -19.079         |
! VV488NED02   <No cross identification found>
NGC7436B                                |  NGC7433        | 22.9655812      | 26.1497197      | J225756.1+260859 | 93.3777419      | -30.1287856     | Sbc             |                 |                 | M               |                 | 4.4             | 2.5             |                 |                 |  0.862          |    0.175        |  0.467          |    0.073        | 98.3            |                 |                 | 13.956          | 0.41            |                 |                 |                 |                 |                 | 1.12            |                 |                 |                 |                 |  232            |     53          |                 |                 |                 |                 |                 |                 |                 | 7599            |     23          | 7599            |  23             | 0.396           | 0.749           | 74.33           | 0.06            |                 |  0.88           | 12.762          |                 |                 | 21.161          |                 |                 |                 |                 | 7877            | 7795.3          | 7727.8          | 7262.5          | 35.264          |                 | -22.502         |
UGC12274                                |  UGC12274       | 22.9721         | 26.0619722      | J225819.6+260343 | 93.4167798      | -30.2482466     | Sab             |                 |                 |                 |                 | 2               |   2             |                 |                 |  1.126          |    0.045        |  0.485          |    0.032        | 142             |                 |                 | 15.105          | 0.38            |                 |                 |                 |                 |                 |                 | 180.87          |    9.06         |                 |                 |                 |                 |                 |                 | 18.013          | 0.175           |                 |                 |                 | 7652.5          |   19.9          | 7652.5          | 19.9            | 0.438           | 0.549           | 81.02           | 0.11            |                 | 1.148           | 14.041          |                 |                 | 23.829          | 183.12          |    9.2          | 17.907          | 3.867           | 7930.2          | 7848.5          | 7780.7          | 7315.7          | 35.275          |                 | -21.235         |
UGC12308                                |  UGC12308       | 23.0218547      | 14.3395518      | J230118.7+142022 | 86.7442683      | -40.6684841     | Sc              |                 |                 |                 |                 | 5.8             | 0.5             |                 |                 |  1.326          |    0.028        |  0.682          |    0.022        | 117.02          |                 |                 | 15.056          | 0.311           | 13.747          | 0.404           |                 |                 |                 |                 | 100.67          |     2.6         |                 |                 |                 |                 |                 |                 | 14.379          | 0.107           |                 | 2222.3          |      3          | 2211.9          |    6.6          | 2220.5          | 3.4             | 0.301           | 1.16            | 84.21           | 0.16            |                 | 1.327           | 13.585          |                 |                 | 24.131          | 101.19          |   2.62          | 14.216          | 0.631           | 2465.3          | 2392            | 2293.7          | 1865.3          | 32.623          | 32.68           | -19.038         |
NGC7466                                 |  NGC7466        | 23.0342806      | 27.0523426      | J230203.4+270308 | 94.8107597      | -29.7793008     | Sb              |                 |                 |                 |                 | 3.1             | 0.4             |  4              |  0.5            |  1.188          |    0.037        |  0.419          |    0.034        | 25.25           |                 |                 | 14.646          | 0.462           | 12.7            |  0.1            |                 |                 |                 |                 | 193.58          |    5.69         |                 |                 |                 |                 |                 |                 | 15.791          | 0.175           | 13.045          | 7510.1          |    3.8          | 7505.7          |   10.3          | 7509.6          | 2.4             | 0.224           | 0.592           | 72.96           | 0.06            |  0.664          | 1.193           | 13.774          |                 |                 | 23.652          | 202.47          |      6          | 15.734          | 1.961           | 7789.5          | 7706.1          | 7641            | 7174.7          | 35.24           |                 | -21.466         |
UGC12348                                |  UGC12348       | 23.0885639      | 0.1893611       | J230518.8+001122 | 75.5430677      | -52.6320456     | Sa              |                 |                 |                 |                 | 1               | 0.4             |                 |                 |  1.105          |    0.056        |  0.592          |    0.028        | 136             |                 |                 | 15.377          | 0.317           |                 |                 |                 |                 |                 |                 | 187.67          |   13.61         |                 |                 |                 |                 |                 |                 |                 |                 | 13.145          | 7606.5          |    7.1          | 7585            |     90          | 7606.4          | 5.2             | 0.208           | 0.444           |   90            | 0.83            |                 | 1.101           | 14.63           |                 |                 | 24.082          | 187.67          |                 |                 |                 | 7797.9          | 7738.5          | 7609            | 7248.6          | 35.228          |                 | -20.598         |
NGC7489                                 |  NGC7489        | 23.1257528      | 22.9979722      | J230732.7+225953 | 93.8574779      | -33.9419571     | Sc              |                 |                 |                 |                 | 6.4             | 0.8             |                 |                 |  1.085          |    0.051        |  0.271          |    0.022        | 164.19          |                 |                 | 14.458          | 0.457           | 12.422          | 0.064           |                 |                 |                 |                 | 164.6           |    4.54         |                 |                 |                 |                 |                 |                 | 14.823          | 0.139           | 12.828          | 6239.8          |    4.6          | 6239            |     60          | 6239.8          | 3.2             | 0.994           | 0.482           | 58.96           | 0.03            |                 | 1.168           | 12.953          |                 |                 | 23.089          | 192.12          |   5.37          | 14.79           | 1.837           | 6509.8          | 6427.5          | 6351.2          | 5896.1          | 34.825          |                 | -21.871         |
NGC7536                                 |  NGC7536        | 23.23699        | 13.4263783      | J231413.2+132535 | 89.6924261      | -43.0834037     | SBbc            | B               | R               |                 |                 | 3.8             | 1.3             |                 |                 |  1.201          |    0.035        |  0.357          |    0.027        | 56.19           | 22.244          |   0.317         | 14.083          | 0.097           | 12.48           | 0.222           | 0.06            | 0.64            | 0.125           | 0.73            | 157.37          |    2.56         |                 |                 |                 |                 |                 |                 | 14.836          | 0.208           | 12.793          | 4707.1          |    4.6          | 4695.3          |    3.7          | 4699.9          | 4.6             | 0.252           | 0.556           | 67.46           | 0.04            |                 |  1.21           | 13.245          | -0.051          | 0.485           |  23.2           | 170.38          |   2.81          | 14.793          | 1.548           | 4941            | 4864.6          | 4764            | 4343            | 34.208          |                 | -20.963         |
NGC7550                                 |  NGC7550        | 23.2544694      | 18.9613611      | J231516.1+185741 | 93.5033533      | -38.353371      | E-S0            |                 |                 |                 |                 | -3.1            | 0.5             |                 |                 |  1.161          |     0.06        |  0.013          |    0.048        |                 |                 |                 | 13.16           | 0.165           |                 |                 |                 |                 |                 | 1.12            |                 |                 |                 |                 | 255.46          |  21.33          | 0.318           | 0.009           |                 |                 |                 |                 |                 | 5121.2          |   21.5          | 5121.2          | 21.5            | 0.592           |  0              | 16.5            | 0.02            |                 | 1.238           | 12.491          |                 |                 | 22.721          |                 |                 |                 |                 | 5379.5          | 5298            | 5211.2          | 4770.5          | 34.404          |                 | -21.913         |
