# %ECSV 1.0
# ---
# datatype:
# - {name: Alias, datatype: string}
# - {name: ledaName, datatype: string}
# - {name: al2000, datatype: float64}
# - {name: de2000, datatype: float64}
# - {name: type, datatype: string}
# - {name: bar, datatype: string}
# - {name: ring, datatype: string}
# - {name: multiple, datatype: string}
# - {name: t, datatype: float64}
# - {name: agnclass, datatype: string}
# - {name: logd25, datatype: float64}
# - {name: e_logd25, datatype: float64}
# - {name: logr25, datatype: float64}
# - {name: e_logr25, datatype: float64}
# - {name: pa, datatype: float64}
# - {name: bt, datatype: float64}
# - {name: it, datatype: float64}
# - {name: m21, datatype: float64}
# - {name: mfir, datatype: float64}
# - {name: vmaxg, datatype: float64}
# - {name: e_vmaxg, datatype: float64}
# - {name: v, datatype: float64}
# - {name: e_v, datatype: float64}
# - {name: ag, datatype: float64}
# - {name: incl, datatype: float64}
# - {name: vrot, datatype: float64}
# - {name: e_vrot, datatype: float64}
# - {name: vvir, datatype: float64}
# - {name: modz, datatype: float64}
# delimiter: ','
# schema: astropy-2.0
Alias,ledaName,al2000,de2000,type,bar,ring,multiple,t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,bt,it,m21,mfir,vmaxg,e_vmaxg,v,e_v,ag,incl,vrot,e_vrot,vvir,modz
2MASXJ11500404+2116472,PGC1646724,11.8344577,21.2798133,E,,,,-5.0,,0.65,0.084,0.17,0.027,11.35,16.051,14.647,,,,,7669.8,3.3,0.127,90.0,,,7787.6,35.276
NGC3913,NGC3913,11.8441494,55.353889,Scd,,R,,6.6,,1.216,0.04,0.071,0.024,151.5,13.361,12.781,14.867,13.629,18.65,0.62,951.1,2.1,0.055,32.42,34.8,1.24,1188.1,31.252
UGC06837,UGC06837,11.8645803,18.546307,Sc,,,,6.1,,0.964,0.042,0.749,0.031,153.03,15.886,14.722,16.477,,152.85,5.49,5970.8,3.8,0.144,90.0,152.85,,6077.7,34.738
NGC3945,NGC3945,11.8871296,60.6755863,S0-a,B,R,,-1.2,,1.744,0.035,0.227,0.047,15.0,11.703,,,,,,1187.0,75.0,0.12,63.21,,,1436.7,31.639
MCG+02-30-044,PGC037426,11.9251403,11.9237163,S0-a,,R,,-0.5,,0.828,0.068,0.38,0.027,67.84,16.009,14.394,,,,,6290.7,2.6,0.098,81.73,,,6370.1,34.839
UGC06930,UGC06930,11.9548264,49.2832832,Scd,B,,M,6.6,,1.15,0.041,0.047,0.023,23.26,12.718,12.117,13.875,,50.37,1.54,784.1,2.3,0.128,26.54,112.74,3.87,1007.8,30.869
NGC3991,NGC3991,11.9584622,32.3342491,I,B,,M,9.8,,1.072,0.073,0.609,0.052,31.0,13.507,,14.371,12.104,98.01,6.94,3189.2,3.2,0.095,90.0,98.01,,3356.6,33.438
NGC3990,NGC3990,11.959879,55.458715,E-S0,B,,,-2.7,,1.148,0.036,0.272,0.037,41.39,13.457,,,,,,687.4,22.0,0.074,80.19,,,927.2,30.694
NGC3994,NGC3994,11.9602411,32.2776664,Sc,,R,M,4.8,S3,0.929,0.086,0.269,0.041,9.65,13.348,12.293,13.97,,48.48,3.24,3070.9,22.2,0.095,59.51,56.26,3.8,3238.1,33.358
NGC4003,NGC4003,11.9664003,23.1248961,S0,B,R,,-1.6,,1.018,0.048,0.231,0.027,159.7,14.592,12.777,,,,,6550.1,2.4,0.113,65.25,,,6680.6,34.936
NGC4037,NGC4037,12.0232442,13.401019,Sb,B,R,,3.3,,1.376,0.044,0.03,0.043,,12.876,12.551,15.612,13.598,37.48,0.91,928.9,1.1,0.124,21.9,100.5,3.6,1018.7,30.869
UGC07012,UGC07012,12.0342061,29.8480469,SBc,B,,,5.7,,1.034,0.04,0.273,0.021,9.74,14.342,13.655,14.866,,88.67,1.99,3073.5,4.3,0.092,59.4,103.01,2.34,3233.9,33.358
NGC4047,NGC4047,12.0474071,48.6362161,Sb,,,,3.3,,1.186,0.042,0.119,0.026,99.87,12.756,11.738,15.622,11.485,138.66,4.19,3428.3,2.7,0.1,42.03,207.11,6.55,3652.6,33.638
NGC4070,NGC4059,12.0698114,20.4098056,E,,R,,-4.9,,1.092,0.043,0.098,0.028,45.63,14.064,12.285,,,,,7170.1,2.1,0.125,54.92,,,7292.8,35.131
UGC07129,UGC07129,12.1486324,41.7408587,SBab,B,R,,2.0,,1.062,0.036,0.17,0.023,73.05,14.163,12.831,17.195,,60.27,5.79,926.0,2.1,0.06,50.41,78.21,7.57,1132.5,31.107
UGC07145,UGC07145,12.1641591,38.2185882,Sc,,,,5.9,,1.14,0.037,0.442,0.025,152.85,15.168,13.625,,,362.9,17.1,6639.7,5.6,0.1,71.46,382.76,18.1,6835.0,34.989
2MASXJ12095120+1947167,PGC038678,12.1642393,19.7879382,Sc,,,,4.9,,0.554,0.091,0.094,0.03,21.44,16.852,15.574,,,,,13080.3,3.7,0.221,37.19,,,13203.8,36.443
2MASXJ12095669+4705461,PGC3087509,12.1657521,47.0960526,E-S0,,,,-3.0,,0.736,0.237,0.051,0.1,147.99,16.4,14.693,,,,,9427.8,3.5,0.083,32.84,,,9650.9,35.751
NGC4149,NGC4149,12.1757966,58.3040773,SABb,B,,,3.7,,1.137,0.092,0.702,0.055,86.04,13.917,12.619,,12.422,207.66,18.47,3063.3,6.1,0.085,90.0,207.66,,3314.0,33.411
UGC7170,UGC07170,12.1769436,18.8283642,Sc,,,,6.0,,1.441,0.035,1.122,0.047,11.57,14.732,14.105,14.302,,93.51,1.97,2444.9,2.5,0.131,90.0,93.51,,2564.7,32.873
NGC4185,NGC4185,12.2228368,28.5109692,SBbc,B,R,,3.7,,1.268,0.033,0.166,0.024,165.44,13.412,12.078,14.929,,169.65,4.13,3893.3,5.0,0.092,48.84,225.34,5.68,4054.9,33.845
UGC7228,UGC07228,12.2268833,46.4939722,Sb,,,,2.9,,1.05,0.04,0.446,0.032,180.0,15.04,,,,,,7568.0,18.0,0.081,75.37,,,7791.0,35.276
IC3065,IC3065,12.2534916,14.4328504,S0,,,,-2.2,,1.095,0.144,0.151,0.071,178.91,14.389,13.077,,,,,995.5,3.2,0.159,53.93,,,1098.8,31.03
NGC4210,NGC4210,12.254401,65.9853551,Sb,B,R,,3.1,,1.287,0.055,0.145,0.052,96.23,13.378,12.228,16.01,13.11,118.64,6.13,2711.1,4.8,0.08,46.18,164.43,8.85,2976.4,33.188
MCG+05-29-042,NGC4211,12.2599534,28.1776326,S0-a,,,M,0.1,,1.011,0.046,0.231,0.027,123.12,14.298,12.961,16.092,,255.15,10.02,6572.8,12.0,0.1,60.43,293.36,11.68,6734.4,34.963
MCG+05-29-043,NGC4211A,12.2603641,28.1696736,S0-a,B,,M,-0.3,,0.639,0.086,0.18,0.028,156.54,15.849,14.562,,13.311,,,6680.9,2.9,0.1,54.39,,,6842.4,34.989
IC0776,IC0776,12.3175424,8.8560262,SBd,B,,M,7.9,,1.049,0.057,0.259,0.025,92.54,14.352,13.989,14.983,,70.42,1.7,2467.9,4.0,0.093,66.64,76.71,1.88,2548.2,32.839
IC0781,IC0781,12.3342472,14.9615168,E-S0,,,,-3.2,,1.115,0.086,0.021,0.052,,14.169,13.098,,,,,1354.4,0.7,0.149,21.27,,,1463.1,31.639
NGC4291,NGC4291,12.3382472,75.3709444,E,,,,-4.8,,1.286,0.065,0.077,0.057,108.34,12.382,,,,,,1701.1,4.1,0.161,47.43,,,1976.4,32.298
NGC4384,NGC4384,12.4199798,54.5061989,Sa,,,M,1.2,,1.105,0.072,0.11,0.043,84.92,13.519,12.931,16.012,12.26,65.98,2.94,2498.7,7.9,0.083,41.69,99.2,4.67,2746.7,33.005
NGC4388,NGC4388,12.4296549,12.6620998,SBb,B,R,,2.8,S1h,1.731,0.019,0.621,0.028,91.08,11.727,10.28,15.345,10.595,171.12,3.75,2514.7,2.9,0.144,90.0,171.12,,2616.7,32.907
NGC4390,NGC4390,12.4307402,10.459049,Sc,B,,,5.0,,1.182,0.034,0.13,0.025,98.97,13.336,12.627,15.267,13.202,55.66,1.3,1098.6,3.4,0.134,43.28,81.2,2.0,1190.6,31.252
IC3328,IC3328,12.4327487,10.0537562,E,,R,,-3.8,,0.943,0.054,0.029,0.024,,14.382,13.318,,,,,1000.6,0.8,0.104,26.02,,,1090.9,31.03
NGC4415,NGC4415,12.4445777,8.4356835,S0-a,,,,-0.9,,1.108,0.039,0.055,0.021,6.1,13.586,12.537,,,,,907.6,1.8,0.095,31.3,,,990.8,30.868
NGC4431,NGC4431,12.4576063,12.2903239,S0,B,R,,-2.1,,1.185,0.034,0.241,0.024,179.43,13.817,12.591,,,,,930.0,0.8,0.123,69.04,,,1031.4,30.951
NGC4470,NGC4470,12.4938346,7.8241102,Sab,,,M,1.9,,1.108,0.071,0.171,0.041,1.15,13.065,12.103,15.208,12.331,59.6,1.6,2336.8,2.0,0.105,50.58,77.15,2.18,2419.0,32.734
NGC4479,NGC4479,12.5051046,13.5776035,S0,B,,,-1.9,,1.155,0.031,0.058,0.025,13.9,13.482,12.006,,,,,847.6,1.4,0.125,33.17,,,956.5,30.783
UGCA283,NGC4486B,12.5088812,12.4901933,E,,,,-5.0,,0.579,0.131,0.013,0.034,,14.231,12.0,,,,,1499.9,21.2,0.092,19.65,,,1604.1,31.863
M87,NGC4486,12.5137576,12.3905194,E,,,,-4.3,S3,1.852,0.021,0.028,0.028,,9.652,8.04,,,,,1283.1,12.3,0.1,26.43,,,1387.0,31.579
NGC4486,NGC4486,12.5137576,12.3905194,E,,,,-4.3,S3,1.852,0.021,0.028,0.028,,9.652,8.04,,,,,1283.1,12.3,0.1,26.43,,,1387.0,31.579
2MASXJ12321078+6624194,PGC3441759,12.5363283,66.4053449,Sbc,,,,4.4,,0.603,0.289,0.366,0.1,82.77,17.932,16.477,,,,,,,0.078,67.55,,,,
MCG+01-32-111,PGC042068,12.6097068,8.0546897,I,,,,10.0,,1.041,0.058,0.193,0.026,30.1,14.689,13.907,18.291,,13.04,0.6,1794.6,2.4,0.102,57.61,15.44,0.73,1882.3,32.208
IC3586,IC3586,12.6152355,12.5200553,E-S0,,,,-3.0,,1.063,0.078,0.064,0.039,72.69,14.516,13.45,,,,,1716.6,0.7,0.193,36.86,,,1824.9,32.115
IC3598,IC3598,12.6225243,28.2081839,Sab,,R,,1.9,,1.15,0.033,0.544,0.023,139.1,15.008,12.731,17.677,,225.78,5.33,7667.2,3.0,0.076,90.0,225.78,,7841.1,35.287
2MASXJ12385810+1107502,PGC1389223,12.6494756,11.1305999,Sc,,,,4.9,,0.713,0.083,0.34,0.028,100.21,16.974,15.527,,,,,18032.3,5.9,0.116,65.34,,,18135.6,37.149
IC3631,IC3631,12.6633362,12.9739372,S0-a,,,,-1.2,,1.024,0.045,0.167,0.025,91.03,14.219,13.151,18.68,,31.14,2.11,2804.5,9.8,0.165,54.13,38.42,2.63,2916.6,33.129
2MASXJ12395021+0347491,PGC042394,12.6639497,3.7970067,SBc,B,,,5.0,,0.637,0.075,0.137,0.027,68.14,15.274,14.865,17.472,,55.69,3.35,12003.3,2.9,0.143,44.35,79.67,4.9,12073.2,36.241
IC3652,IC3652,12.6829341,11.1844663,E,,,,-4.8,,0.994,0.047,0.029,0.025,,14.306,13.282,,,,,629.6,0.7,0.127,28.4,,,734.3,30.185
NGC4630,NGC4630,12.7086466,3.9597647,I,B,,M,9.6,,1.221,0.036,0.139,0.024,10.21,13.04,12.164,15.193,12.07,58.61,1.45,735.2,4.4,0.129,49.15,77.48,2.01,807.5,30.403
NGC4644,NGC4644,12.7118502,55.1455026,Sb,B,,M,3.1,,1.18,0.071,0.379,0.049,51.06,14.6,13.236,15.825,,179.79,11.22,4927.8,4.7,0.088,69.97,191.36,12.02,5183.5,34.387
IC819,NGC4676A,12.7694705,30.7319684,S0-a,B,,M,-1.4,,1.335,0.065,0.233,0.061,179.14,14.53,13.491,15.271,,328.12,21.05,6566.0,16.3,0.071,64.42,363.79,23.8,6754.1,34.963
IC820,NGC4676B,12.7697966,30.7228223,S0-a,B,,M,-0.5,,0.992,0.058,0.17,0.028,,14.329,13.218,16.011,12.098,318.08,24.19,6540.7,11.1,0.071,53.27,396.89,30.56,6728.8,34.963
2MASXJ12462478+1156577,PGC092948,12.773558,11.9495108,S?,,,,3.1,,0.663,0.072,0.475,0.058,57.43,17.677,16.088,,,,,13666.6,6.4,0.115,76.96,,,13778.1,36.534
MCG-01-33-007,PGC043178,12.7939528,-5.8674306,E?,,,,-1.4,,1.041,0.044,0.058,0.031,139.66,14.78,12.825,,,,,1368.0,41.7,0.119,32.76,,,1396.4,31.579
NGC4711,NGC4711,12.8127393,35.3327152,SBb,B,,,3.2,,1.081,0.08,0.248,0.046,40.93,14.268,12.847,15.686,13.408,135.69,8.12,4053.3,6.2,0.093,58.49,159.16,9.66,4258.7,33.952
MCG-01-33-012,PGC043319,12.8170889,-9.4570556,Sa,,,,0.9,,1.187,0.038,0.349,0.027,3.1,14.51,12.435,15.93,,139.62,9.84,3859.5,8.8,0.173,71.5,147.23,10.42,3871.3,33.755
NGC4736,NGC4736,12.8480832,41.1203028,SABa,B,R,,2.3,S,1.889,0.026,0.064,0.039,105.0,8.707,,13.386,8.568,95.62,2.39,313.5,1.3,0.077,31.77,181.59,5.37,538.1,29.52
UGC08004,UGC08004,12.8605417,31.3528226,SABc,B,,,6.4,,1.042,0.049,0.402,0.028,5.64,15.003,13.768,15.809,,133.88,3.19,6183.6,3.2,0.059,68.71,143.69,3.45,6376.9,34.839
MCG+05-30-111,PGC043632,12.8711742,27.5330696,Scd,,,,6.7,,0.752,0.07,0.255,0.032,123.5,16.67,,16.636,,81.94,3.8,5518.3,4.1,0.051,57.4,97.26,4.57,5697.9,34.601
LEDA2087677,PGC2087677,12.8849989,36.8263205,Sbc,,,,4.4,,0.94,0.053,0.51,0.028,142.7,17.162,16.364,,,,,8373.0,60.0,0.069,77.01,,,8585.5,35.488
NGC4774,NGC4774,12.8851335,36.8196636,Sc,,R,M,5.4,,0.781,0.19,0.229,0.063,125.0,14.821,,,12.565,,,8347.0,17.1,0.069,55.3,,,8559.5,35.488
NGC4816,NGC4816,12.9366946,27.7455344,E-S0,,,,-3.0,,1.14,0.039,0.34,0.028,,13.638,10.925,,,,,6934.6,17.7,0.038,90.0,,,7117.1,35.08
M64,NGC4826,12.9454673,21.6821044,SABa,B,,,2.2,S,2.022,0.017,0.295,0.032,114.0,9.268,7.471,13.396,9.21,136.71,3.45,407.6,2.5,0.179,63.99,152.12,3.9,566.9,29.67
IC3918,IC3917,12.9482037,22.3735616,Sc,,,,5.1,,0.741,0.065,0.14,0.025,163.85,15.624,14.981,16.425,,107.06,4.88,6655.2,3.4,0.146,44.66,152.31,7.11,6817.3,34.989
NGC4841,NGC4841A,12.9588724,28.4769592,E,,,M,-4.1,,1.16,0.039,0.02,0.026,,13.762,12.095,,,,,6765.6,2.1,0.047,21.76,,,6951.6,35.029
NGC4861,PGC044532,12.9838458,34.860685,Sm,B,,M,9.0,,1.581,0.037,0.42,0.044,17.99,12.858,,13.757,,38.5,1.29,838.2,3.8,0.046,90.0,38.5,,1047.2,30.951
NGC4866,NGC4866,12.9908474,14.1709946,S0-a,,R,,0.0,,1.761,0.026,0.768,0.052,88.0,12.0,10.185,13.883,,258.02,6.42,1984.6,4.2,0.121,90.0,258.02,,2113.8,32.466
NGC4874,NGC4874,12.9932486,27.9592823,E,,,,-3.6,,1.359,0.028,0.063,0.022,49.33,12.777,11.658,,15.183,,,7168.0,2.3,0.039,38.1,,,7353.2,35.155
UGC08107,UGC08107,12.9943719,53.3412702,IB,B,,M,9.7,,1.359,0.048,0.368,0.048,51.85,14.567,13.047,15.258,13.364,361.44,16.88,8296.1,3.8,0.095,83.75,363.6,17.14,8554.4,35.477
NGC4956,NGC4956,13.0835994,35.1780854,S0,,,,-2.3,,1.193,0.082,0.012,0.059,,13.265,,17.365,,85.98,6.39,4678.7,6.7,0.04,15.25,326.86,38.34,4891.8,34.263
NGC4961,NGC4961,13.0965539,27.7340646,Sc,B,,,5.6,,1.047,0.048,0.103,0.03,106.08,13.956,12.844,14.552,12.907,95.82,2.17,2531.7,2.2,0.049,38.71,153.23,3.77,2719.4,33.005
IC0851,IC0851,13.1428592,21.0498927,Sc,,,,4.9,,1.053,0.044,0.443,0.034,151.85,14.322,13.359,14.996,13.551,106.87,2.89,2622.4,4.9,0.149,72.3,112.18,3.05,2785.7,33.036
UGC08231,UGC08231,13.1437336,54.0743675,Sc,B,R,,6.0,,1.171,0.076,0.497,0.052,74.94,14.309,14.007,15.146,,96.79,6.59,2462.2,2.0,0.097,74.45,100.47,6.86,2725.0,33.005
UGC08234,UGC08234,13.1462521,62.2716531,S0-a,B,,,-0.2,,1.205,0.077,0.386,0.058,142.14,13.722,12.52,,,,,8109.0,50.4,0.067,80.23,,,8384.1,35.434
NGC5000,NGC5000,13.1631908,28.9068688,Sbc,B,R,M,3.8,,1.107,0.046,0.099,0.027,62.96,13.98,12.668,15.74,13.042,65.85,2.39,5594.0,4.3,0.039,38.43,105.94,4.05,5788.0,34.632
UGC08250,UGC08250,13.1722567,32.4827197,Sc,,,,5.9,,1.121,0.033,0.68,0.03,12.59,15.477,13.954,15.892,,125.17,4.19,5268.0,3.7,0.064,83.93,125.87,4.22,5474.8,34.505
UGC08255,UGC08255,13.1823669,11.4773517,SABc,B,,,5.8,,1.145,0.029,0.145,0.021,88.38,14.321,13.228,15.254,,85.68,1.08,3365.9,1.4,0.112,45.15,120.85,1.63,3490.0,33.54
UGC08267,UGC08267,13.1864745,43.7264078,Sbc,,,,3.9,,1.051,0.04,0.576,0.033,40.48,15.481,13.616,17.058,13.302,221.21,23.59,7261.8,8.5,0.088,82.27,223.24,23.83,7502.7,35.192
NGC5016,NGC5016,13.2018565,24.0950337,SABb,B,,,4.4,,1.197,0.034,0.138,0.021,57.39,13.083,12.068,15.054,12.657,112.01,2.86,2609.2,1.6,0.057,44.69,159.26,4.22,2786.4,33.036
NGC5029,NGC5029,13.2104415,47.0632854,E,,,,-4.8,,1.181,0.038,0.212,0.025,147.34,14.202,12.332,,,,,8694.1,2.0,0.04,90.0,,,8943.8,35.582
UGC08322,UGC08322,13.2502528,12.7252067,SABa,B,R,,1.0,,1.055,0.072,0.708,0.047,36.13,14.755,12.919,17.881,,238.12,7.33,7603.3,3.7,0.101,90.0,238.12,,7735.2,35.264
NGC5056,NGC5056,13.2700898,30.9503465,SABc,B,,,5.8,,1.21,0.028,0.297,0.022,0.71,13.699,12.345,15.354,12.831,157.82,2.83,5592.7,3.9,0.05,61.41,179.73,3.28,5797.2,34.632
IC4215,IC4215,13.271365,25.405678,Sab,,,,2.0,,1.191,0.035,0.63,0.028,45.51,14.627,13.246,18.131,13.842,158.87,3.54,3883.6,7.0,0.071,90.0,158.87,,4068.2,33.866
MCG+09-22-53,PGC046714,13.375688,54.8182008,Sb,,,,3.0,,0.933,0.154,0.163,0.064,113.63,15.027,14.01,15.834,,72.04,3.7,3537.3,4.6,0.133,48.71,95.88,5.14,3806.2,33.709
NGC5145,NGC5145,13.4205309,43.2672556,S0-a,B,,,0.0,,1.294,0.088,0.133,0.052,84.42,13.477,12.032,14.764,11.111,94.18,4.55,1225.8,2.3,0.052,46.73,129.34,6.57,1471.5,31.697
NGC5157,NGC5157,13.4546797,32.0307369,Sa,B,R,,1.1,,1.122,0.038,0.078,0.029,115.53,14.132,12.296,16.658,,241.03,7.34,7308.6,2.0,0.061,35.43,415.75,13.79,7522.2,35.204
UGC08472,UGC08472,13.4871227,11.2758641,S0,,R,,-1.9,,0.988,0.101,0.54,0.072,44.3,15.12,13.386,,,,,6577.0,3.9,0.146,90.0,,,6710.5,34.949
NGC5205,NGC5205,13.5010013,62.5115364,SBbc,B,R,,4.0,,1.2,0.039,0.229,0.026,167.86,13.436,12.097,14.708,13.789,113.24,2.57,1760.3,1.6,0.098,56.05,136.52,3.17,2041.5,32.384
NGC5198,NGC5198,13.5031694,46.6708056,E,,,,-4.8,,1.307,0.069,0.081,0.058,15.0,12.707,,,,,,2467.6,55.3,0.104,48.94,,,2723.3,33.005
UGC08503,UGC08503,13.5124508,32.7607066,I,,,,9.9,,0.968,0.109,0.165,0.052,83.84,16.559,15.501,15.864,,27.63,1.14,4671.1,1.3,0.05,53.33,34.45,1.49,4888.7,34.263
UGC08516,UGC08516,13.5312669,20.0010682,Sc,,,,5.9,,1.072,0.04,0.173,0.021,35.0,13.802,13.094,15.937,13.508,45.5,0.85,1016.7,2.3,0.127,48.86,60.41,1.17,1188.5,31.252
NGC5216,NGC5216,13.5352457,62.7007228,E,,,M,-4.5,S1,1.229,0.036,0.186,0.029,53.99,13.638,12.362,16.073,,150.11,7.31,2923.9,1.2,0.088,83.91,150.96,7.48,3205.7,33.358
NGC5218,NGC5218,13.5362216,62.767743,SBb,B,,M,3.1,,1.264,0.035,0.182,0.031,93.36,13.093,11.814,15.19,10.954,151.65,11.5,2860.4,14.7,0.09,51.12,194.81,14.95,3142.3,33.303
NGC5267,NGC5267,13.6777662,38.7940386,SBb,B,R,,3.0,,1.186,0.036,0.446,0.026,53.31,14.132,12.496,17.685,,69.82,4.22,5918.0,3.9,0.052,75.06,72.26,4.38,6158.3,34.767
UGC08662,UGC08662,13.6881286,33.772607,Sc,,,,6.0,,1.158,0.034,0.716,0.027,72.94,15.741,14.666,16.209,,74.72,2.44,2026.5,1.7,0.062,85.9,74.91,2.45,2252.2,32.585
UGC08688,UGC08688,13.7250945,43.4625984,Sm,,,,8.6,,1.008,0.043,0.061,0.029,53.0,14.747,,15.627,,29.06,1.4,1354.4,6.0,0.053,33.06,53.27,2.76,1607.9,31.863
NGC5289,NGC5289,13.7524138,41.5033236,SABa,B,R,,2.0,,1.368,0.039,0.52,0.027,100.04,13.938,12.379,15.227,,168.86,5.14,2519.4,4.8,0.041,85.31,169.43,5.18,2768.7,33.036
UGC08733,UGC08733,13.8108249,43.4126147,Sc,B,,M,6.0,,1.289,0.03,0.307,0.029,6.33,14.45,13.379,14.587,,80.92,2.31,2336.1,3.9,0.078,62.15,91.52,2.65,2591.6,32.874
NGC5320,NGC5320,13.8389934,41.3661875,SABc,B,,,5.1,,1.26,0.036,0.298,0.026,17.42,13.138,11.938,14.267,12.857,137.01,3.01,2610.8,1.6,0.03,61.85,155.4,3.47,2861.9,33.098
IC0944,IC0944,13.8585742,14.0921046,Sa,,,,1.1,,1.184,0.072,0.313,0.06,106.54,14.456,12.395,16.013,13.224,299.13,7.16,6995.9,1.2,0.106,67.58,323.6,7.99,7153.6,35.093
MCG+02-35-020,PGC049197,13.8591509,14.1108078,Sb,B,,,3.0,,0.894,0.057,0.223,0.029,110.65,15.482,14.428,,,,,7369.8,3.5,0.105,55.95,,,7527.5,35.204
UGC08778,UGC08778,13.8685211,38.0670294,Sab,,,,2.0,,0.968,0.107,0.582,0.063,119.11,14.705,13.124,16.662,,153.09,10.7,3229.8,2.1,0.091,90.0,153.09,,3472.9,33.515
UGC08781,UGC08781,13.8729815,21.5393583,Sb,B,,,3.1,,1.201,0.035,0.234,0.027,161.78,14.306,12.458,17.05,,238.57,15.89,7570.6,3.8,0.13,57.13,284.04,19.08,7758.9,35.264
NGC5338,NGC5338,13.8907068,5.2077554,S0,B,,,-2.0,,1.288,0.039,0.361,0.027,98.06,14.113,12.606,17.543,,80.71,3.74,810.1,5.2,0.117,90.0,80.71,,929.3,30.694
NGC5339,NGC5339,13.900075,-7.9306111,Sa,B,,,1.3,,1.267,0.035,0.088,0.029,69.08,12.825,11.265,15.5,12.768,89.4,3.59,2737.7,7.1,0.159,37.5,146.87,6.24,2793.9,33.036
NGC5358,NGC5358,13.9001143,40.2773344,S0-a,B,,,-0.4,,1.05,0.043,0.467,0.028,137.84,14.576,13.21,15.865,,131.19,5.81,2408.1,14.0,0.043,90.0,131.19,,2657.9,32.94
NGC5376,NGC5376,13.9211281,59.5066316,SABa,B,R,,2.4,,1.171,0.08,0.207,0.053,66.29,12.919,11.557,16.55,12.769,135.0,7.2,2070.7,1.4,0.057,54.75,165.31,9.04,2355.6,32.698
NGC5379,NGC5379,13.9262022,59.7428209,S0,B,R,,-1.7,,1.313,0.06,0.455,0.052,59.91,14.013,12.63,15.32,,61.75,3.09,1765.4,31.1,0.075,90.0,61.75,,2050.6,32.384
PGC049549,PGC049549,13.9355428,30.0814191,SBb,B,,M,3.0,,0.89,0.055,0.46,0.028,61.56,15.554,14.703,15.883,12.298,254.56,15.33,9313.9,5.7,0.069,76.1,262.24,15.84,9534.5,35.722
NGC5378,NGC5378,13.9475025,37.7972197,Sa,B,R,,1.0,,1.308,0.033,0.111,0.027,73.36,13.632,12.198,16.046,,134.16,5.91,2985.8,2.4,0.055,41.99,200.55,9.16,3230.1,33.358
NGC5402,NGC5402,13.9712707,59.8143016,SBc,B,,,5.0,,1.054,0.099,0.6,0.065,166.0,14.539,,16.048,12.885,122.24,5.3,3039.0,3.3,0.055,81.23,123.68,5.39,3324.9,33.411
NGC5394,NGC5394,13.9760117,37.4534963,SBb,B,,M,3.1,,1.42,0.031,0.389,0.03,,13.567,,14.25,11.029,242.74,12.74,3467.0,10.2,0.045,70.75,257.11,13.56,3711.0,33.662
UGC08909,UGC08909,13.9771937,60.7968636,SABc,B,,,6.9,,1.144,0.038,0.126,0.028,57.66,14.642,13.723,15.535,,64.19,2.34,1619.3,6.3,0.066,42.3,95.38,3.61,1906.2,32.209
NGC5395,NGC5395,13.977214,37.4244981,SABb,B,,M,3.2,S2,1.396,0.044,0.332,0.052,170.93,12.278,11.642,14.258,,216.45,9.86,3469.4,3.7,0.045,66.05,236.84,10.92,3713.4,33.662
NGC5406,NGC5406,14.0055879,38.9154284,Sbc,B,,M,3.8,,1.229,0.037,0.143,0.025,115.03,13.117,11.827,15.703,13.037,177.34,7.04,5388.6,1.8,0.051,45.52,248.54,10.13,5637.4,34.569
NGC5425,NGC5425,14.0132439,48.443878,Sc,,,,6.5,,1.199,0.039,0.559,0.026,126.65,14.231,13.315,15.347,,102.93,3.57,2074.3,3.7,0.077,77.16,105.57,3.67,2344.9,32.661
NGC5410,NGC5410,14.0151697,40.9885728,Sc,B,R,M,5.2,,1.061,0.046,0.248,0.027,62.98,14.139,13.333,15.27,13.261,107.23,5.37,3726.3,1.6,0.063,57.32,127.39,6.45,3980.5,33.823
SDSSJ140141.05+334834.6,PGC2039203,14.0280654,33.8096226,Sd,,,,7.8,,0.61,0.082,0.18,0.028,58.66,17.34,16.515,17.053,,53.37,3.96,7615.8,2.0,0.061,55.67,64.62,4.86,7850.7,35.299
NGC5439,NGC5439,14.0326865,46.3118823,Sa,,R,,0.5,,1.105,0.039,0.501,0.028,10.01,14.507,13.246,18.219,13.982,56.42,4.45,1895.8,2.3,0.048,90.0,56.42,,2162.6,32.507
NGC5443,NGC5443,14.0366096,55.8140827,Sb,B,,,2.8,,1.226,0.044,0.473,0.026,31.29,13.113,11.67,15.724,13.804,163.55,5.39,1796.7,2.0,0.059,77.42,167.57,5.55,2079.3,32.426
NGC5423,NGC5423,14.0468424,9.3413177,E-S0,,,,-3.1,,1.185,0.041,0.233,0.056,75.3,13.816,12.384,16.817,,240.78,16.58,5912.5,5.2,0.133,74.73,249.6,17.48,6055.2,34.723
NGC5457,NGC5457,14.0534912,54.349023,SABc,B,,M,5.9,,2.38,0.019,0.017,0.03,,8.361,,10.413,8.045,75.8,1.69,236.9,1.7,0.037,16.05,274.15,10.18,517.9,29.52
UGC08988,UGC08988,14.0556241,60.9901968,Sc,,,,5.9,,1.166,0.032,0.615,0.036,173.91,15.396,14.005,16.355,,92.41,3.5,2079.3,2.5,0.066,80.61,93.66,3.56,2367.6,32.698
